name,seat_no,party,symbol,alliance,seat,district,division
এম এ মুহিত,67,BNP,ধানের শীষ,BNP,Sirajganj-6,Sirajganj,Rajshahi
মোঃ হুমায়ন কবির,67,Independent,ঘোড়া,,Sirajganj-6,Sirajganj,Rajshahi
মোঃ ওয়াসেক ইকবাল খান মজলিস,67,Independent,হেলিকপ্টার,,Sirajganj-6,Sirajganj,Rajshahi
মিসবাহ উদ্দিন,67,Islami Andolan Bangladesh,হাতপাখা,IAB,Sirajganj-6,Sirajganj,Rajshahi
মোঃ মোক্তার হোসেন,67,JaPa,লাঙ্গল,JaPa,Sirajganj-6,Sirajganj,Rajshahi
ইলোরা খাতুন,67,JSD,তারা,,Sirajganj-6,Sirajganj,Rajshahi
এস এম সাইফ মোস্তাফিজ,67,NCP,শাপলা কলি,,Sirajganj-6,Sirajganj,Rajshahi
মো. শামসুর রহমান,68,BNP,ধানের শীষ,BNP,Pabna-1,Pabna,Rajshahi
মাওলানা আব্দুল গণি,68,Islami Andolan Bangladesh,হাতপাখা,IAB,Pabna-1,Pabna,Rajshahi
ব্যারিস্টার নাজিবুর রহমান মোমেন,68,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Pabna-1,Pabna,Rajshahi
এ. কে. এম. সেলিম রেজা হাবিব,69,BNP,ধানের শীষ,BNP,Pabna-2,Pabna,Rajshahi
মাও আফজাল কাসেমী,69,Islami Andolan Bangladesh,হাতপাখা,IAB,Pabna-2,Pabna,Rajshahi
কে এম হেসাব উদ্দিন,69,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Pabna-2,Pabna,Rajshahi
মো. মেহেদী রুবেল,69,JaPa,লাঙ্গল,JaPa,Pabna-2,Pabna,Rajshahi
মোঃ হাসান জাফির তুহিন,70,BNP,ধানের শীষ,BNP,Pabna-3,Pabna,Rajshahi
মোঃ মাহবুবুর রহমান জয় চৌধুরী,70,BSP,একতারা,,Pabna-3,Pabna,Rajshahi
সরদার আশা পারভেজ,70,Gano Forum,উদীয়মান সূর্য,,Pabna-3,Pabna,Rajshahi
মোঃ হাসানুল ইসলাম,70,GOP (Nuru),ট্রাক,,Pabna-3,Pabna,Rajshahi
কে এম আনোয়ারুল ইসলাম,70,Independent,ঘোড়া,,Pabna-3,Pabna,Rajshahi
মোঃ আব্দুল খালেক,70,Islami Andolan Bangladesh,হাতপাখা,IAB,Pabna-3,Pabna,Rajshahi
মুহাম্মাদ আলী আছগার,70,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Pabna-3,Pabna,Rajshahi
মীর নাদিম মোহাম্মদ ডাবলু,70,JaPa,লাঙ্গল,JaPa,Pabna-3,Pabna,Rajshahi
মোঃ হাবিবুর রহমান (হাবিব),71,BNP,ধানের শীষ,BNP,Pabna-4,Pabna,Rajshahi
মোঃ সোহাগ হোসেন,71,CPB,কাস্তে,,Pabna-4,Pabna,Rajshahi
মোঃ জাকারিয়া পিন্টু,71,Independent,মোটর সাইকেল,,Pabna-4,Pabna,Rajshahi
মোঃ আনোয়ার শাহ্,71,Islami Andolan Bangladesh,হাতপাখা,IAB,Pabna-4,Pabna,Rajshahi
মোঃ আবু তালেব মন্ডল,71,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Pabna-4,Pabna,Rajshahi
মোঃ সাইফুল আজাদ মল্লিক,71,JaPa,লাঙ্গল,JaPa,Pabna-4,Pabna,Rajshahi
শাহনাজ হক,71,Nagorik Oikko,কেটলি,,Pabna-4,Pabna,Rajshahi
মোঃ আব্দুল মজীদ মোল্লা,72,AB Party,ঈগল,,Pabna-5,Pabna,Rajshahi
মোঃ শামছুর রহমান শিমুল বিশ্বাস,72,BNP,ধানের শীষ,BNP,Pabna-5,Pabna,Rajshahi
মোঃ নাজমুল হোসাইন,72,Islami Andolan Bangladesh,হাতপাখা,IAB,Pabna-5,Pabna,Rajshahi
মোঃ ইকবাল হোসাইন,72,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Pabna-5,Pabna,Rajshahi
মাসুদ অরুন,73,BNP,ধানের শীষ,BNP,Meherpur-1,Meherpur,Khulna
মোহাঃ মিজানুর রহমান,73,CPB,কাস্তে,,Meherpur-1,Meherpur,Khulna
মোঃ তাজউদ্দীন খান,73,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Meherpur-1,Meherpur,Khulna
মোঃ আব্দুল হামিদ,73,JaPa,লাঙ্গল,JaPa,Meherpur-1,Meherpur,Khulna
মোঃ আমজাদ হোসেন,74,BNP,ধানের শীষ,BNP,Meherpur-2,Meherpur,Khulna
মোঃ নাজমুল হুদা,74,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Meherpur-2,Meherpur,Khulna
মোহাম্মদ আব্দুল বাকি,74,JaPa,লাঙ্গল,JaPa,Meherpur-2,Meherpur,Khulna
মোঃ আব্দুল বাকী,74,JP (Manju),লাঙ্গল,,Meherpur-2,Meherpur,Khulna
মোহাঃ বদিরুজ্জামান,75,Bangladesh Islami Front,মোমবাতি,,Kushtia-1,Kushtia,Khulna
রেজা আহাম্মেদ,75,BNP,ধানের শীষ,BNP,Kushtia-1,Kushtia,Khulna
মোঃ শাহাবুল ইসলাম,75,GOP (Nuru),ট্রাক,,Kushtia-1,Kushtia,Khulna
মোঃ নুরুজ্জামান,75,Independent,মোটর সাইকেল,,Kushtia-1,Kushtia,Khulna
মোঃ আমিনুল ইসলাম,75,Islami Andolan Bangladesh,হাতপাখা,IAB,Kushtia-1,Kushtia,Khulna
মোঃ বেলাল উদ্দীন,75,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Kushtia-1,Kushtia,Khulna
মো. শাহিয়ার জামিল,75,JaPa,লাঙ্গল,JaPa,Kushtia-1,Kushtia,Khulna
মোঃ শাহারিয়ার জামিল,75,JP (Manju),লাঙ্গল,,Kushtia-1,Kushtia,Khulna
রাগীব রউফ চৌধুরী,76,BNP,ধানের শীষ,BNP,Kushtia-2,Kushtia,Khulna
নূর উদ্দীন  আহমেদ,76,CPB,কাস্তে,,Kushtia-2,Kushtia,Khulna
মোহাম্মদ আলী,76,Islami Andolan Bangladesh,হাতপাখা,IAB,Kushtia-2,Kushtia,Khulna
মোঃ বাবুল আক্তার,76,Islamic Front,চেয়ার,,Kushtia-2,Kushtia,Khulna
মোঃ আব্দুল গফুর,76,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Kushtia-2,Kushtia,Khulna
মীর নাজমুল ইসলাম,77,BaSaD,মই,,Kushtia-3,Kushtia,Khulna
মোঃ জাকির হোসেন সরকার,77,BNP,ধানের শীষ,BNP,Kushtia-3,Kushtia,Khulna
মোছাঃ রুমপা খাতুন,77,BRP,হাতি,,Kushtia-3,Kushtia,Khulna
মোহাঃ শরিফুল ইসলাম,77,GOP (Nuru),ট্রাক,,Kushtia-3,Kushtia,Khulna
মুহা. আব্দুল্লাহ আকন,77,Islami Andolan Bangladesh,হাতপাখা,IAB,Kushtia-3,Kushtia,Khulna
মোঃ আমির হামজা,77,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Kushtia-3,Kushtia,Khulna
মোঃ শহিদুল ইসলাম,78,Bangladesh Labor Party,আনারস,,Kushtia-4,Kushtia,Khulna
তরুন কুমার ঘোষ,78,BMJP,রকেট,,Kushtia-4,Kushtia,Khulna
সৈয়দ মেহেদী আহ্‌মেদ রুমী,78,BNP,ধানের শীষ,BNP,Kushtia-4,Kushtia,Khulna
মোঃ আব্দুল হাকিম মিঞা,78,Gano Forum,উদীয়মান সূর্য,,Kushtia-4,Kushtia,Khulna
আনোয়ার খান,78,Islami Andolan Bangladesh,হাতপাখা,IAB,Kushtia-4,Kushtia,Khulna
মোঃ আফজাল হোসেন,78,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Kushtia-4,Kushtia,Khulna
মোঃ শরীফুজ্জামান,79,BNP,ধানের শীষ,BNP,Chuadanga-1,Chuadanga,Khulna
মোহাম্মদ জহুরুল ইসলাম,79,Islami Andolan Bangladesh,হাতপাখা,IAB,Chuadanga-1,Chuadanga,Khulna
মোঃ মাসুদ পারভেজ,79,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chuadanga-1,Chuadanga,Khulna
মাহমুদ হাসান খান,80,BNP,ধানের শীষ,BNP,Chuadanga-2,Chuadanga,Khulna
মোঃ হাসানুজ্জামান,80,Islami Andolan Bangladesh,হাতপাখা,IAB,Chuadanga-2,Chuadanga,Khulna
মোঃ রুহুল আমিন,80,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chuadanga-2,Chuadanga,Khulna
মোঃ মতিয়ার রহমান,81,AB Party,ঈগল,,Jhenaidah-1,Jhenaidah,Khulna
মোঃ আসাদুজ্জামান,81,Bangladesh Khelafat Majlish,ধানের শীষ,,Jhenaidah-1,Jhenaidah,Khulna
মোঃ সহিদুল এনাম পল্লব মিয়া,81,BaSaD (M),কাঁচি,,Jhenaidah-1,Jhenaidah,Khulna
মোঃ আসাদুজ্জামান,81,BNP,ধানের শীষ,BNP,Jhenaidah-1,Jhenaidah,Khulna
আবু ছালেহ মোঃ মতিউর রহমান,81,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jhenaidah-1,Jhenaidah,Khulna
মনিকা আলম,81,JaPa,লাঙ্গল,JaPa,Jhenaidah-1,Jhenaidah,Khulna
মনিকা আলম,81,JP (Manju),লাঙ্গল,,Jhenaidah-1,Jhenaidah,Khulna
মোঃ আসসাদুল ইসলাম‌,82,BaSaD,মই,,Jhenaidah-2,Jhenaidah,Khulna
মোঃ আব্দুল মজিদ,82,BNP,ধানের শীষ,BNP,Jhenaidah-2,Jhenaidah,Khulna
মোঃ আবু তোয়াব,82,CPB,কাস্তে,,Jhenaidah-2,Jhenaidah,Khulna
এইচ এম মমতাজুর রহমান,82,Islami Andolan Bangladesh,হাতপাখা,IAB,Jhenaidah-2,Jhenaidah,Khulna
আলী আজম মোঃ আবু বকর,82,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jhenaidah-2,Jhenaidah,Khulna
সাওগাতুল ইসলাম,82,JaPa,লাঙ্গল,JaPa,Jhenaidah-2,Jhenaidah,Khulna
মোহাম্মদ মেহেদী হাসান,83,BNP,ধানের শীষ,BNP,Jhenaidah-3,Jhenaidah,Khulna
মোঃ সুমন কবির,83,GOP (Nuru),ট্রাক,,Jhenaidah-3,Jhenaidah,Khulna
মাওঃ সরোয়ার হোসেন,83,Islami Andolan Bangladesh,হাতপাখা,IAB,Jhenaidah-3,Jhenaidah,Khulna
মোঃ মতিয়ার রহমান,83,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jhenaidah-3,Jhenaidah,Khulna
মোঃ রাশেদ খাঁন,84,BNP,ধানের শীষ,BNP,Jhenaidah-4,Jhenaidah,Khulna
খনিয়া খানম,84,Gano Forum,উদীয়মান সূর্য,,Jhenaidah-4,Jhenaidah,Khulna
মোঃ সাইফুল ইসলাম ফিরোজ,84,Independent,কাপ-পিরিচ,,Jhenaidah-4,Jhenaidah,Khulna
আব্দুল জলিল,84,Islami Andolan Bangladesh,হাতপাখা,IAB,Jhenaidah-4,Jhenaidah,Khulna
মোঃ আবু তালিব,84,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jhenaidah-4,Jhenaidah,Khulna
এমদাদুল ইসলাম বাচ্চু,84,JaPa,লাঙ্গল,JaPa,Jhenaidah-4,Jhenaidah,Khulna
এমদাদুল ইসলাম (বাচ্চু),84,JP (Manju),লাঙ্গল,,Jhenaidah-4,Jhenaidah,Khulna
মোঃ নুরুজ্জামান লিটন,85,BNP,ধানের শীষ,BNP,Jessore-1,Jessore,Khulna
মোঃ বক্তিয়ার রহমান,85,Islami Andolan Bangladesh,হাতপাখা,IAB,Jessore-1,Jessore,Khulna
মুহাম্মাদ আজীজুর রহমান.,85,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jessore-1,Jessore,Khulna
মোঃ জাহাঙ্গীর আলম চঞ্চল,85,JaPa,লাঙ্গল,JaPa,Jessore-1,Jessore,Khulna
রিপন মাহমুদ,86,AB Party,ঈগল,,Jessore-2,Jessore,Khulna
মোঃ ইমরান খান,86,BaSaD,মই,,Jessore-2,Jessore,Khulna
মোঃ শামছুল হক,86,BNF,টেলিভিশন,,Jessore-2,Jessore,Khulna
মোছাঃ সাবিরা সুলতানা,86,BNP,ধানের শীষ,BNP,Jessore-2,Jessore,Khulna
মোঃ জহুরুল ইসলাম,86,Independent,ঘোড়া,,Jessore-2,Jessore,Khulna
মোঃ মেহেদী হাসান,86,Independent,ফুটবল,,Jessore-2,Jessore,Khulna
মোঃ ইদ্রিস আলী,86,Islami Andolan Bangladesh,হাতপাখা,IAB,Jessore-2,Jessore,Khulna
মোহাম্মদ মোসলেহউদ্দিন ফরিদ,86,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jessore-2,Jessore,Khulna
অনিন্দ্য ইসলাম অমিত,87,BNP,ধানের শীষ,BNP,Jessore-3,Jessore,Khulna
মোঃ রাশেদ খান,87,CPB,কাস্তে,,Jessore-3,Jessore,Khulna
মুহাম্মদ শোয়াইব হোসেন,87,Islami Andolan Bangladesh,হাতপাখা,IAB,Jessore-3,Jessore,Khulna
মোঃ নিজামদ্দিন অমিত,87,Jagpa,চশমা,,Jessore-3,Jessore,Khulna
মোঃ আব্দুল কাদের,87,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jessore-3,Jessore,Khulna
মোঃ খবির গাজী,87,JaPa,লাঙ্গল,JaPa,Jessore-3,Jessore,Khulna
সুকৃতি কুমার মন্ডল,88,BMJP,রকেট,,Jessore-4,Jessore,Khulna
মতিয়ার রহমান ফারাজী,88,BNP,ধানের শীষ,BNP,Jessore-4,Jessore,Khulna
এম নাজিম উদ্দীন-আল্‌-আজাদ,88,Independent,মোটর সাইকেল,,Jessore-4,Jessore,Khulna
বায়েজীদ হোসাইন,88,Islami Andolan Bangladesh,হাতপাখা,IAB,Jessore-4,Jessore,Khulna
মোঃ গোলাম রছুল,88,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jessore-4,Jessore,Khulna
মোঃ জহুরুল হক,88,JaPa,লাঙ্গল,JaPa,Jessore-4,Jessore,Khulna
মাওঃ আশেক এলাহী,88,Khelafat Majlish,দেওয়াল ঘড়ি,,Jessore-4,Jessore,Khulna
রশীদ আহমাদ,89,BNP,ধানের শীষ,BNP,Jessore-5,Jessore,Khulna
মোঃ কামরুজ্জামান,89,Independent,ফুটবল,,Jessore-5,Jessore,Khulna
শহীদ মোঃ ইকবাল হোসেন,89,Independent,কলস,,Jessore-5,Jessore,Khulna
মোঃ জয়নাল আবেদীন,89,Islami Andolan Bangladesh,হাতপাখা,IAB,Jessore-5,Jessore,Khulna
গাজী এনামুল হক,89,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jessore-5,Jessore,Khulna
এম এ হালিম,89,JaPa,লাঙ্গল,JaPa,Jessore-5,Jessore,Khulna
মোঃ মাহমুদ হাসান,90,AB Party,ঈগল,,Jessore-6,Jessore,Khulna
মোঃ আবুল হোসেন আজাদ,90,BNP,ধানের শীষ,BNP,Jessore-6,Jessore,Khulna
মোঃ শহিদুল ইসলাম,90,Islami Andolan Bangladesh,হাতপাখা,IAB,Jessore-6,Jessore,Khulna
মোঃ মোক্তার আলী,90,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Jessore-6,Jessore,Khulna
জি এম হাসান,90,JaPa,লাঙ্গল,JaPa,Jessore-6,Jessore,Khulna
শম্পা বসু,91,BaSaD,মই,,Magura-1,Magura,Khulna
মোঃ মনোয়ার হোসেন,91,BNP,ধানের শীষ,BNP,Magura-1,Magura,Khulna
মোঃ খলিলুর রহমান,91,GOP (Nuru),ট্রাক,,Magura-1,Magura,Khulna
মোঃ নাজিরুল ইসলাম,91,Islami Andolan Bangladesh,হাতপাখা,IAB,Magura-1,Magura,Khulna
আব্দুল মতিন,91,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Magura-1,Magura,Khulna
মোঃ জাকির হোসেন মোল্লা,91,JaPa,লাঙ্গল,JaPa,Magura-1,Magura,Khulna
নিতাই রায় চৌধুরী,92,BNP,ধানের শীষ,BNP,Magura-2,Magura,Khulna
মোস্তফা কামাল,92,Islami Andolan Bangladesh,হাতপাখা,IAB,Magura-2,Magura,Khulna
মোঃ মুশতারশেদ বিল্লাহ,92,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Magura-2,Magura,Khulna
মশিয়ার রহমান,92,JaPa,লাঙ্গল,JaPa,Magura-2,Magura,Khulna
বিশ্বাস জাহাঙ্গীর আলম,93,BNP,ধানের শীষ,BNP,Narail-1,Narail,Khulna
এসএম সাজ্জাদ হোসেন,93,Independent,ফুটবল,,Narail-1,Narail,Khulna
বি এম নাগিব হোসেন,93,Independent,কলস,,Narail-1,Narail,Khulna
মোঃ উজ্জল মোল্যা,93,Independent,হরিণ,,Narail-1,Narail,Khulna
সুকেশ সাহা আনন্দ,93,Independent,ঘোড়া,,Narail-1,Narail,Khulna
আব্দুল আজিজ,93,Islami Andolan Bangladesh,হাতপাখা,IAB,Narail-1,Narail,Khulna
মোঃ ওবায়দুল্লাহ,93,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Narail-1,Narail,Khulna
মোঃ মিল্টন মোল্যা,93,JaPa,লাঙ্গল,JaPa,Narail-1,Narail,Khulna
মোঃ শোয়েব আলী,94,Bangladesh Sangskritik Muktijote,ছড়ি,,Narail-2,Narail,Khulna
